Scenario,HV_D0,HV_D1,dHV,H_Age070_D0,H_Age070_D1,dH_Age070,A_Hge095_D0,A_Hge095_D1,dA_Hge095
A0,0.7110509212376782,0.7521353833050646,0.04108446206738636,0.602624528663016,1.0,0.39737547133698403,0.679859375,0.7510065972222222,0.07114722222222214
A1,0.6912158472708118,0.7444343864932299,0.05321853922241815,0.5953036138444676,0.996295764466426,0.40099215062195837,0.6589186710858586,0.7385868001893939,0.07966812910353538
